"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"	"qvalue"
0.000942636461887416	0.606982440876181	0.122	0	1	"WT mice (Midbrain)"	"MYO1C"	0.10984770072888
0.000947667208430024	1.09827427969786	0.195	0.012	1	"WT mice (Midbrain)"	"MARCKSL1"	0.10984770072888
0.000978822249015691	0.840718447962737	0.098	0	1	"WT mice (Midbrain)"	"FUNDC1"	0.111475365278699
0.000985331388124991	0.957014806294717	0.098	0	1	"WT mice (Midbrain)"	"1810032O08RIK"	0.111475365278699
0.000988898880746598	0.916466037595729	0.098	0	1	"WT mice (Midbrain)"	"TNFAIP1"	0.111475365278699
0.000994871622299861	0.874713551533437	0.098	0	1	"WT mice (Midbrain)"	"GM5256"	0.111475365278699
0.00103173400081005	0.857610924713734	0.293	0.053	1	"WT mice (Midbrain)"	"NLRP3"	0.114650374999106
0.00104051669597359	1.28956834483347	0.293	0.047	1	"WT mice (Midbrain)"	"GM14747"	0.114678586016892
0.00105460079166487	0.851122720492927	0.098	0	1	"WT mice (Midbrain)"	"PPP1R3B"	0.11528587190834
0.00109449533892208	0.711783026343593	0.122	0	1	"WT mice (Midbrain)"	"TNF"	0.118375318555636
0.00110046964297594	0.749466652408437	0.098	0	1	"WT mice (Midbrain)"	"ACTC1"	0.118375318555636
0.00127626519543429	0.829596438240859	0.463	0.148	1	"WT mice (Midbrain)"	"CEBPB"	0.132471156333302
0.00128077125712697	0.93116620355048	0.366	0.101	1	"WT mice (Midbrain)"	"BCL2A1B"	0.132471156333302
0.00131498775200527	1.27135023805024	0.341	0.083	1	"WT mice (Midbrain)"	"MIR692.1"	0.134971948957732
0.00135824734457501	0.912006133547458	0.098	0	1	"WT mice (Midbrain)"	"GM12035"	0.138356013599663
0.0014627548952203	0.617953017355166	0.098	0	1	"WT mice (Midbrain)"	"TPT1.PS2"	0.144619134714207
0.00147417440808261	0.873034451414445	0.098	0	1	"WT mice (Midbrain)"	"MIR22HG"	0.144684299934882
0.00152405782181339	0.773456690083421	0.244	0.036	1	"WT mice (Midbrain)"	"GM15131"	0.147427924259733
0.00157711125314716	0.763177380067935	0.244	0.03	1	"WT mice (Midbrain)"	"GM4204"	0.150351674270226
0.00160502910541107	0.715329375581436	0.098	0	1	"WT mice (Midbrain)"	"GM6230"	0.150863207665509
0.00169659177114948	1.19212757105359	0.341	0.077	1	"WT mice (Midbrain)"	"CLIP1"	0.157326710033627
0.00172648479069684	0.755320713415997	0.341	0.083	1	"WT mice (Midbrain)"	"GM13456"	0.157920506773535
0.00180353767423402	0.625684971320947	0.098	0	1	"WT mice (Midbrain)"	"RPIA"	0.162754144750004
0.00186226809972352	1.00041534650707	0.171	0.012	1	"WT mice (Midbrain)"	"GM5292"	0.166040287748179
0.00187906977121141	0.570083979391731	0.098	0	1	"WT mice (Midbrain)"	"GM14056"	0.166223500945452
0.00193159600333979	1.04239494898137	0.317	0.065	1	"WT mice (Midbrain)"	"GM5822"	0.169753201705273
0.0019758220041644	0.936358544052171	0.098	0	1	"WT mice (Midbrain)"	"5730508B09RIK"	0.170300658128171
0.00197582200416441	0.596514511511227	0.098	0	1	"WT mice (Midbrain)"	"SC5D"	0.170300658128171
0.00200477449214192	0.588475446169385	0.098	0	1	"WT mice (Midbrain)"	"GM4799"	0.170608846970508
0.00212002500529969	0.78011595365562	0.098	0	1	"WT mice (Midbrain)"	"RP23.267J18.2"	0.178875665072791
0.00214055430294589	1.08119371663869	0.195	0.018	1	"WT mice (Midbrain)"	"IFRD1"	0.178875665072791
0.00216444437634534	1.43508495686379	0.268	0.053	1	"WT mice (Midbrain)"	"GPR84"	0.179027255277804
0.00217365593866638	0.546849929490441	0.098	0	1	"WT mice (Midbrain)"	"GM6276"	0.179027255277804
0.00218358395549307	1.09140962526815	0.341	0.083	1	"WT mice (Midbrain)"	"GM7290"	0.179027255277804
0.00220303372587134	0.85074492188151	0.098	0	1	"WT mice (Midbrain)"	"GM5278"	0.179066613293866
0.00221327227165379	1.05489594094892	0.073	0	1	"WT mice (Midbrain)"	"PSMC3IP"	0.179066613293866
0.00222401639298495	0.807799224587447	0.073	0	1	"WT mice (Midbrain)"	"ADAM9"	0.179066613293866
0.0023141453999138	0.714760125052017	0.073	0	1	"WT mice (Midbrain)"	"GM28118"	0.183355708182366
0.0023214028835424	0.708894645229237	0.073	0	1	"WT mice (Midbrain)"	"GM9497"	0.183355708182366
0.00233183296885205	0.896059002125138	0.195	0.018	1	"WT mice (Midbrain)"	"GM8326"	0.183355708182366
0.00234686092141243	0.813933201131468	0.073	0	1	"WT mice (Midbrain)"	"UHRF1BP1L"	0.183464488077393
0.00246812055334047	0.694369543668392	0.073	0	1	"WT mice (Midbrain)"	"GM16061"	0.188167156994768
0.00249970343777024	0.685210108623085	0.073	0	1	"WT mice (Midbrain)"	"NEXN"	0.18867919582987
0.00252582591472383	0.828831476515868	0.073	0	1	"WT mice (Midbrain)"	"GM43973"	0.18867919582987
0.00256332571708284	0.766088580898086	0.073	0	1	"WT mice (Midbrain)"	"RP24.246F10.4"	0.190422528132021
0.00258963889236709	0.659298778635616	0.098	0	1	"WT mice (Midbrain)"	"CLEC7A"	0.190450952254968
0.00261430124377316	0.679561584321977	0.073	0	1	"WT mice (Midbrain)"	"SLC7A10"	0.190450952254968
0.00262948478736259	0.665549477001059	0.073	0	1	"WT mice (Midbrain)"	"PGPEP1"	0.190450952254968
0.00263452901379027	0.887020161255339	0.171	0.012	1	"WT mice (Midbrain)"	"TPT1.PS6"	0.190450952254968
0.00272492665386037	0.750004620573495	0.098	0	1	"WT mice (Midbrain)"	"EGR2"	0.195932426672762
0.00274685118412445	0.679849431539743	0.195	0.024	1	"WT mice (Midbrain)"	"GM6767"	0.196458303307114
0.00276592669748551	0.998475692596835	0.073	0	1	"WT mice (Midbrain)"	"ZFP386"	0.196775927906826
0.00295167181483571	0.944921368534811	0.073	0	1	"WT mice (Midbrain)"	"IL1RL2"	0.205334872909972
0.00297657847979068	1.04748793941244	0.146	0.018	1	"WT mice (Midbrain)"	"GM12940"	0.205334872909972
0.00297785960266581	0.633853790178032	0.073	0	1	"WT mice (Midbrain)"	"GM4217"	0.205334872909972
0.00302858400287046	0.625223665528654	0.073	0	1	"WT mice (Midbrain)"	"ARNTL"	0.206712388338052
0.00308571813149919	1.00776549070726	0.195	0.024	1	"WT mice (Midbrain)"	"GXYLT1"	0.209548313111808
0.00312821143622511	0.965907237773663	0.122	0.006	1	"WT mice (Midbrain)"	"HAUS3"	0.210336175287612
0.00313119600415339	1.01444631005119	0.122	0.006	1	"WT mice (Midbrain)"	"TRIM47"	0.210336175287612
0.00315445163604475	0.642522864999886	0.073	0	1	"WT mice (Midbrain)"	"HMGB1.PS7"	0.210336175287612
0.00315989196847372	0.915312419889096	0.293	0.059	1	"WT mice (Midbrain)"	"GM12020"	0.210336175287612
0.00319110724828572	1.04963903678321	0.317	0.077	1	"WT mice (Midbrain)"	"XPR1"	0.211367625913546
0.00338745419448002	0.618096840157896	0.073	0	1	"WT mice (Midbrain)"	"GM6443"	0.22003724202405
0.00341095880663198	1.05317952651428	0.244	0.036	1	"WT mice (Midbrain)"	"GM5876"	0.220498808240258
0.0035113499303677	0.970327349796055	0.268	0.053	1	"WT mice (Midbrain)"	"SMAD7"	0.224826719827257
0.00359312836379658	0.827234457403046	0.073	0	1	"WT mice (Midbrain)"	"GM13492"	0.227892471601929
0.00365547985773501	0.522311553579232	0.902	0.692	1	"WT mice (Midbrain)"	"FTH1"	0.230598794631003
0.0036807247303581	0.582255990427717	0.073	0	1	"WT mice (Midbrain)"	"GOPC"	0.230598794631003
0.00375513989643112	0.986108526321965	0.171	0.018	1	"WT mice (Midbrain)"	"GM6075"	0.233757458552837
0.0037889716179386	0.58088534645383	0.073	0	1	"WT mice (Midbrain)"	"GM6407"	0.234776554722592
0.00389978743672459	0.864184053976513	0.244	0.047	1	"WT mice (Midbrain)"	"NR4A1"	0.240534595753206
0.00393058408987398	1.04429850453642	0.171	0.012	1	"WT mice (Midbrain)"	"RBM8A2"	0.241327094394729
0.00400322955313817	0.61382077977167	0.073	0	1	"WT mice (Midbrain)"	"ACTG2"	0.241793380009039
0.0040101088607776	0.714917603424371	0.146	0.006	1	"WT mice (Midbrain)"	"MIDN"	0.241793380009039
0.00420422779553338	0.591608639420811	0.073	0	1	"WT mice (Midbrain)"	"GM11524"	0.249031043783004
0.00423099294542121	1.28379367577018	0.146	0.012	1	"WT mice (Midbrain)"	"GM9333"	0.249517241860235
0.00429773736477185	1.09583720240738	0.366	0.101	1	"WT mice (Midbrain)"	"SQSTM1"	0.251026183863616
0.00431143845372938	0.956587180884409	0.268	0.053	1	"WT mice (Midbrain)"	"TOB2"	0.251026183863616
0.00432165211446801	1.27158599524663	0.439	0.166	1	"WT mice (Midbrain)"	"CD14"	0.251026183863616
0.00433125648195441	0.542449984534311	0.366	0.107	1	"WT mice (Midbrain)"	"GSPT1"	0.251026183863616
0.0048486495696908	0.581829823945881	0.073	0	1	"WT mice (Midbrain)"	"GM4968"	0.274624392520701
0.00485327113610856	1.05630050388761	0.146	0.012	1	"WT mice (Midbrain)"	"DGKZ"	0.274624392520701
0.00490240050179157	0.578604889163767	0.073	0	1	"WT mice (Midbrain)"	"GM17150"	0.274624392520701
0.00494764107272595	0.55100717500629	0.073	0	1	"WT mice (Midbrain)"	"GM44279"	0.274624392520701
0.0049918675996405	1.09873824849191	0.22	0.03	1	"WT mice (Midbrain)"	"GM5777"	0.274624392520701
0.00500860608240103	0.535743049938266	0.073	0	1	"WT mice (Midbrain)"	"DBT"	0.274624392520701
0.00500907517111395	0.934082115692681	0.146	0.012	1	"WT mice (Midbrain)"	"TPT1.PS5"	0.274624392520701
0.0051010161769066	0.913532879269446	0.268	0.059	1	"WT mice (Midbrain)"	"TSC22D3"	0.277685277387393
0.00535440023720395	0.541210269596545	0.073	0	1	"WT mice (Midbrain)"	"RP23.314A15.8"	0.286833727447985
0.00546569698266828	0.508998713191949	0.098	0	1	"WT mice (Midbrain)"	"RP23.410B24.4"	0.291633974718086
0.00560992282157588	0.510906722395499	0.073	0	1	"WT mice (Midbrain)"	"GM5711"	0.29501450667373
0.00561681642930797	0.623962495709976	0.073	0	1	"WT mice (Midbrain)"	"GM9372"	0.29501450667373
0.00564101422954283	0.524717480872806	0.073	0	1	"WT mice (Midbrain)"	"GM44411"	0.29513259661647
0.00591094528711206	0.523737300368822	0.073	0	1	"WT mice (Midbrain)"	"NUAK2"	0.30351447553106
0.00591408542236634	0.54007677226556	0.098	0	1	"WT mice (Midbrain)"	"GM30652"	0.30351447553106
0.0059584799073971	0.83483693033674	0.073	0	1	"WT mice (Midbrain)"	"GM26959"	0.304630117242819
0.00610424991970958	1.78517594523641	0.146	0.012	1	"WT mice (Midbrain)"	"SDC4"	0.309727337435528
0.00614897243009946	0.762239732121064	0.073	0	1	"WT mice (Midbrain)"	"GM37392"	0.30992550691918
0.00632692370956731	0.940203536419467	0.22	0.036	1	"WT mice (Midbrain)"	"GM42573"	0.314688695850611
0.00654200328877428	0.55447413049259	0.073	0	1	"WT mice (Midbrain)"	"FTO"	0.323396236106099
0.00656959310223296	1.49737876235965	0.146	0.012	1	"WT mice (Midbrain)"	"GADD45B"	0.323570508617672
0.00663118574121804	0.905004950074115	0.122	0.006	1	"WT mice (Midbrain)"	"H2.K2"	0.324655509797544
0.00674018855166284	1.00652831523381	0.415	0.154	1	"WT mice (Midbrain)"	"EIF5"	0.32797223829639
0.00687216088561029	0.841068363885798	0.195	0.03	1	"WT mice (Midbrain)"	"GM5863"	0.33238516283423
0.00692819951190098	0.550104929027137	0.073	0	1	"WT mice (Midbrain)"	"PHACTR3"	0.332556722677034
0.00694990622283553	0.536828611076379	0.073	0	1	"WT mice (Midbrain)"	"GM11956"	0.332556722677034
0.00704632782752407	0.644822910032359	0.073	0	1	"WT mice (Midbrain)"	"SLCO4A1"	0.335974907691094
0.00718320962120963	1.05031321847046	0.171	0.018	1	"WT mice (Midbrain)"	"TMEM268"	0.341291295288992
0.00722098631465457	0.551036972938839	0.073	0	1	"WT mice (Midbrain)"	"TMEM35B"	0.341878105587483
0.00737261041142801	0.663942357415623	0.073	0	1	"WT mice (Midbrain)"	"OXSR1"	0.346615802769444
0.0074017134570005	0.868665163919403	0.122	0.006	1	"WT mice (Midbrain)"	"PVR"	0.346657695553813
0.0074813013286315	0.728945959889897	0.146	0.018	1	"WT mice (Midbrain)"	"ARID5A"	0.346657695553813
0.00752699591619066	0.689420158411275	0.341	0.101	1	"WT mice (Midbrain)"	"TOP1"	0.346657695553813
0.00759967416562076	0.478952296413738	0.073	0	1	"WT mice (Midbrain)"	"GM7745"	0.348755013074869
0.00765283003361915	0.502310767909965	0.073	0	1	"WT mice (Midbrain)"	"RP23.242K3.6"	0.348813398752688
0.00778748228872412	0.894732722576959	0.293	0.071	1	"WT mice (Midbrain)"	"KRAS"	0.353751644777651
0.0078519717790934	0.693889527178757	0.073	0.006	1	"WT mice (Midbrain)"	"CHST11"	0.353958692517204
0.0078998993333472	0.536482767552117	0.073	0	1	"WT mice (Midbrain)"	"ZFP951"	0.353958692517204
0.00792366253515382	0.974654902300731	0.122	0.012	1	"WT mice (Midbrain)"	"TDP2"	0.353958692517204
0.00813261632680782	1.25167604747357	0.268	0.071	1	"WT mice (Midbrain)"	"METAP2"	0.357766698263783
0.00816935366298905	0.933655513792196	0.341	0.095	1	"WT mice (Midbrain)"	"GM9800"	0.357766698263783
0.00816969785884784	0.443886726710957	0.732	0.414	1	"WT mice (Midbrain)"	"H2.D1"	0.357766698263783
0.00819008584251781	1.13688093725462	0.537	0.278	1	"WT mice (Midbrain)"	"GPX1"	0.357766698263783
0.00835746472204245	0.888429463930593	0.22	0.036	1	"WT mice (Midbrain)"	"GM15590"	0.359048803156919
0.00836605956374299	0.776810836279929	0.512	0.219	1	"WT mice (Midbrain)"	"EVI2A"	0.359048803156919
0.00841145121184214	0.611786926669021	0.073	0	1	"WT mice (Midbrain)"	"TIPARP"	0.359048803156919
0.00856958466073154	0.594158149090996	0.146	0.006	1	"WT mice (Midbrain)"	"KLF10"	0.361212023035098
0.00888037126091414	0.863606059098192	0.146	0.018	1	"WT mice (Midbrain)"	"ATXN3"	0.36775908379691
0.0089040771611811	0.53408301203226	0.073	0	1	"WT mice (Midbrain)"	"GM15791"	0.36775908379691
0.00913920903108113	0.497734216416175	0.073	0	1	"WT mice (Midbrain)"	"PRDM11"	0.375385483872116
0.00919776513479633	0.685060424434286	0.585	0.284	1	"WT mice (Midbrain)"	"GNAS"	0.375385483872116
0.00924358921055398	0.92631843923484	0.122	0.006	1	"WT mice (Midbrain)"	"GM9234"	0.375385483872116
0.00925953526891853	0.51246081547567	0.073	0	1	"WT mice (Midbrain)"	"GM7928"	0.375385483872116
0.00929225592852364	0.513802184505497	0.293	0.089	1	"WT mice (Midbrain)"	"GM13835"	0.375385483872116
0.00932461338786902	0.882560539046187	0.073	0.006	1	"WT mice (Midbrain)"	"ARL6IP6"	0.375385483872116
0.00943594174929312	0.94345896654302	0.171	0.024	1	"WT mice (Midbrain)"	"GM44860"	0.377349470219745
0.00946103995321089	0.860304897327895	0.049	0	1	"WT mice (Midbrain)"	"GM12642"	0.377349470219745
0.00948565528292977	1.01567832304351	0.22	0.041	1	"WT mice (Midbrain)"	"PELI1"	0.377349470219745
0.00984901922352911	0.831526235707563	0.195	0.03	1	"WT mice (Midbrain)"	"FXYD5"	0.389052990270402
0.00988486813720637	0.767287754178924	0.171	0.024	1	"WT mice (Midbrain)"	"GM5787"	0.389052990270402
3.58193434524214e-30	3.56624257348638	0.911	0.073	4.81626892061258e-26	"WT mice (Striatum)"	"TTR"	4.81626892061258e-26
1.17379999903482e-05	1.95862962219434	0.213	0	0.157829147870221	"WT mice (Striatum)"	"HSPA1B"	0.00789145739351107
2.71765047985124e-05	1.64381691295323	0.207	0	0.365415283520798	"WT mice (Striatum)"	"SLC2A5"	0.0140544339815691
5.65750352291021e-05	1.00800229192237	0.627	0.317	0.760707923690506	"WT mice (Striatum)"	"FCRLS"	0.0237721226153283
6.44626987586346e-05	1.25457795206685	0.154	0	0.866765447508601	"WT mice (Striatum)"	"MLXIPL"	0.0245816279277522
7.76991390367872e-05	1.37712871078211	0.166	0	1	"WT mice (Striatum)"	"TMEM86A"	0.026118565587216
0.000126195998432339	1.28948424645741	0.148	0	1	"WT mice (Striatum)"	"LST1"	0.0385643498845734
0.000131692783527131	0.71036176710354	0.935	0.78	1	"WT mice (Striatum)"	"C1QA"	0.0393498037179069
0.000163946176329905	1.30660705661395	0.154	0	1	"WT mice (Striatum)"	"HPS4"	0.0430904865691821
