"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
6.25543754088155e-14	1.48772118438848	0.8	0.192	8.41106131746934e-10	"WT mice (Midbrain)"	"EGR1"
2.17324191740506e-12	1.97886959568113	0.6	0.081	2.92214108214285e-08	"WT mice (Midbrain)"	"NFKBIZ"
1.73841808036541e-09	0.544050257961182	0.673	0.186	2.33747695085932e-05	"WT mice (Midbrain)"	"ATF3"
1.06722139264884e-07	0.956236637821811	0.745	0.291	0.00143498588455562	"WT mice (Midbrain)"	"NFKBIA"
1.32274826989888e-07	1.62656048004227	0.273	0.006	0.00177856732370603	"WT mice (Midbrain)"	"RBM8A"
1.6503248600965e-07	1.32076559805713	0.618	0.198	0.00221902680688575	"WT mice (Midbrain)"	"CD83"
2.12709146527843e-07	1.41216593265088	0.382	0.047	0.00286008718421338	"WT mice (Midbrain)"	"ICAM1"
3.76959524228638e-07	0.920507752477865	0.909	0.692	0.00506859776277827	"WT mice (Midbrain)"	"FTH1"
7.20961776011715e-07	1.37516301224739	0.2	0	0.00969405204025352	"WT mice (Midbrain)"	"SERTAD1"
8.81528386870453e-07	1.47594501788415	0.182	0	0.0118530306898601	"WT mice (Midbrain)"	"ASPA"
1.33974961974001e-06	1.93991269026831	0.309	0.029	0.0180142733870242	"WT mice (Midbrain)"	"ADAMTS1"
2.48946816618631e-06	1.38888354473676	0.236	0.006	0.0334733889625412	"WT mice (Midbrain)"	"CDKN1A"
3.21542919732336e-06	0.928378391685051	0.182	0	0.0432346609872099	"WT mice (Midbrain)"	"NLRP1B"
5.37535568225761e-06	1.04375559227191	0.164	0	0.0722770325036358	"WT mice (Midbrain)"	"DEPDC7"
5.46954504444777e-06	1.22973325305424	0.291	0.029	0.0735435026676447	"WT mice (Midbrain)"	"CHD1"
5.75624012545924e-06	1.62065864513971	0.327	0.047	0.0773984047269249	"WT mice (Midbrain)"	"REL"
5.81108872564082e-06	1.03470877893999	0.145	0	0.0781358990049665	"WT mice (Midbrain)"	"GM28659"
6.72948519898773e-06	2.74825605175829	0.418	0.337	0.0904846579855891	"WT mice (Midbrain)"	"PLP1"
7.01400490464873e-06	1.08086879491075	0.164	0	0.0943103099479068	"WT mice (Midbrain)"	"ENPP5"
7.4034356650854e-06	1.00900582383838	0.364	0.052	0.0995465959527383	"WT mice (Midbrain)"	"HERPUD1"
7.77412424733341e-06	1.06078193679072	0.164	0	0.104530874629645	"WT mice (Midbrain)"	"CSRNP1"
8.2736441382752e-06	1.31686212513515	0.127	0	0.111247419083248	"WT mice (Midbrain)"	"CRYL1"
8.44052973313561e-06	1.14344882306879	0.127	0	0.113491362791741	"WT mice (Midbrain)"	"GM4997"
1.82510203167423e-05	0.981024267384812	0.127	0	0.245403219178918	"WT mice (Midbrain)"	"GM13149"
1.98885963912516e-05	0.868185350026145	0.145	0	0.26742206707677	"WT mice (Midbrain)"	"SOGA3"
2.35265904758571e-05	1.0161905452436	0.145	0	0.316338535538375	"WT mice (Midbrain)"	"MIR22HG"
2.48915009128372e-05	1.06279934830254	0.273	0.035	0.334691121274009	"WT mice (Midbrain)"	"TLR2"
3.1794724854584e-05	1.77086693406007	0.145	0	0.427511870394737	"WT mice (Midbrain)"	"ANLN"
3.1794724854584e-05	1.34046786719324	0.145	0	0.427511870394737	"WT mice (Midbrain)"	"FEZ1"
3.1794724854584e-05	0.922736627663159	0.145	0	0.427511870394737	"WT mice (Midbrain)"	"ELOVL6"
3.20368184172816e-05	1.05041155717459	0.145	0	0.430767060438769	"WT mice (Midbrain)"	"DACH2"
3.20368184172816e-05	0.827913068583037	0.145	0	0.430767060438769	"WT mice (Midbrain)"	"LRRN1"
4.16389659021889e-05	1.35452688692684	0.2	0.017	0.559877535520832	"WT mice (Midbrain)"	"CASP4"
4.80150656862986e-05	1.15746288758844	0.4	0.099	0.645610573217971	"WT mice (Midbrain)"	"IER2"
4.83155479782021e-05	1.60266073263507	0.418	0.134	0.649650858114906	"WT mice (Midbrain)"	"MBP"
5.21112400123653e-05	0.913522284934953	0.709	0.355	0.700687733206264	"WT mice (Midbrain)"	"JUNB"
5.29631607130673e-05	2.1214080049466	0.2	0.012	0.712142658947903	"WT mice (Midbrain)"	"ERMN"
5.84324921611476e-05	0.862239805593344	0.655	0.302	0.78568328959879	"WT mice (Midbrain)"	"CALM1"
6.1643506819665e-05	1.01560216040418	0.273	0.041	0.828858592697216	"WT mice (Midbrain)"	"ETF1"
6.18555721685857e-05	0.950459101944845	0.127	0	0.831710023378804	"WT mice (Midbrain)"	"GM7287"
8.35492924237946e-05	0.925341436018933	0.2	0.012	1	"WT mice (Midbrain)"	"GM24272"
8.92071392188046e-05	0.884326818138822	0.127	0	1	"WT mice (Midbrain)"	"SHTN1"
9.48190401610572e-05	0.915808955835282	0.127	0	1	"WT mice (Midbrain)"	"DIXDC1"
9.79931438332714e-05	1.22869448810663	0.109	0	1	"WT mice (Midbrain)"	"LYZ1"
9.884589000947e-05	1.03265229306311	0.109	0	1	"WT mice (Midbrain)"	"GM6230"
